"Fahrzeugmodell";"Marke";"Markenindikator";"Modellfamilie";"Markteinführung weltweit";"Modelljahr";"Entwicklungstyp";"Modellstatus";"Fahrzeugsegment";"Karosserieart";"Karosserieart-Spezifikation";"Antriebsart";"Fahrzeugprojekt";"Beschränkung";"UUID";"Schwestermodell";"Schwestermodell";"Modellausführung";"Basisfahrzeug"
"Chevrolet Corsa Classic (2001)";"Chevrolet";"Volume";"Chevrolet Corsa";"01.01.2000";"2001";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";;"ICE";;"Keine";"29321cb3-c11c-45ef-8e41-67688f66a5d0";"Chevrolet Chevy Sedan (1995)|Chevrolet Prisma (2007)";;;
"Chevrolet Corsa Hatchback (2001)";"Chevrolet";"Volume";"Chevrolet Corsa";"01.01.2000";"2001";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"9a6912b0-5751-4e7d-9102-472a46afbc53";"Chevrolet Chevy Hatchback (1995)|Opel Corsa (1994)";;;
"Chevrolet Corvette C6 Convertible (2005)";"Chevrolet";"Volume";"Chevrolet Corvette";"15.01.2004";"2005";"Neuentwicklung";"ausgelaufen";"D (Oberklasse)";"Cabriolet/Roadster";"Roadster";"ICE";;"Keine";"d4e837fd-6b4c-4e78-b330-3de1451587f9";;;;
"Chevrolet Corvette C6 Convertible (2009)";"Chevrolet";"Volume";"Chevrolet Corvette";"01.01.2008";"2009";"Facelift";"ausgelaufen";"D (Oberklasse)";"Cabriolet/Roadster";"Roadster";"ICE";;"Keine";"4b4d4635-5cd6-4f35-bb02-aa3d0f7e0993";;;;
"Chevrolet Corvette C6 Coupe (2005)";"Chevrolet";"Volume";"Chevrolet Corvette";"15.01.2004";"2005";"Neuentwicklung";"ausgelaufen";"D (Oberklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"546846d5-fad4-42e9-bd11-56ef056aa185";;;;
"Chevrolet Corvette C6 Coupe (2009)";"Chevrolet";"Volume";"Chevrolet Corvette";"01.01.2008";"2009";"Facelift";"ausgelaufen";"D (Oberklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"cead6c1b-f3ac-4aa4-9960-009e12f52038";;;;
"Chevrolet Corvette C7 Convertible (2014)";"Chevrolet";"Volume";"Chevrolet Corvette";"01.07.2013";"2014";"Neuentwicklung";"ausgelaufen";"D (Oberklasse)";"Cabriolet/Roadster";"Roadster";"ICE";;"Keine";"704cbcce-2225-4e02-ab61-04464303d857";;;;
"Chevrolet Corvette C7 Coupe (2014)";"Chevrolet";"Volume";"Chevrolet Corvette";"01.07.2013";"2014";"Neuentwicklung";"ausgelaufen";"D (Oberklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"85f34f66-8641-424d-99b2-3a0194b7613d";;;"Chevrolet Corvette C7 Grand Sport (2017)";
"Chevrolet Corvette C7 Grand Sport (2017)";"Chevrolet";"Volume";"Chevrolet Corvette";"01.09.2016";"2017";"Neuentwicklung";"ausgelaufen";"D (Oberklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"4e057a15-b180-4ee6-b1a2-0d2d034dbd02";;;;"Chevrolet Corvette C7 Coupe (2014)"
"Chevrolet Corvette C8 Convertible (2020)";"Chevrolet";"Volume";"Chevrolet Corvette";"01.03.2020";"2020";"Neuentwicklung";"aktuell";"D (Oberklasse)";"Cabriolet/Roadster";"Roadster";"ICE";;"Keine";"076b6a5f-6b39-4907-b207-3439dcc5e6fa";;;;
"Chevrolet Corvette C8 Coupe (2020)";"Chevrolet";"Volume";"Chevrolet Corvette";"17.12.2019";"2020";"Neuentwicklung";"aktuell";"D (Oberklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"547cd9a1-6735-417c-87d7-e1bb726e0d28";;;;
"Chevrolet Cruze (2009)";"Chevrolet";"Volume";"Chevrolet Cruze";"04.01.2008";"2009";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"1d56ea57-0a55-4767-a0d6-93eebf706a7c";"Buick Excelle GT (2011)|Buick Verano (2012)|Daewoo Lacetti Premiere (2009)|Holden Cruze (2010)";;;
"Chevrolet Cruze (2016)";"Chevrolet";"Volume";"Chevrolet Cruze";"01.01.2016";"2016";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"e1b64ca3-a4e8-4a88-93e0-e624601349c1";;;;
"Chevrolet Cruze (2019)";"Chevrolet";"Volume";"Chevrolet Cruze";"01.11.2018";"2019";"Facelift";"aktuell";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"327e6773-a02c-4278-8dc6-a1d0de7e503e";;;;
"Chevrolet Cruze - CN (2015)";"Chevrolet";"Volume";"Chevrolet Cruze";"22.08.2014";"2015";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"a724d4ac-9256-41f4-a1d7-1840ffcfc0c9";;;;
"Chevrolet Cruze - CN (2017)";"Chevrolet";"Volume";"Chevrolet Cruze";"28.07.2016";"2017";"Facelift";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"6e5cc7a2-4eb8-47e9-9d58-b8224e0c83b0";;;;
"Chevrolet Cruze Hatchback (2017)";"Chevrolet";"Volume";"Chevrolet Cruze";"01.09.2016";"2017";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"b00b6b6a-61d3-4be3-b508-9f75c9cddad5";"Opel Astra Kurzheck (2016)";"Buick Verano GS (2016)";;
"Chevrolet Cruze Hatchback (2019)";"Chevrolet";"Volume";"Chevrolet Cruze";"01.11.2018";"2019";"Facelift";"aktuell";"A (Kompaktklasse)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"91b65b21-11e5-4e55-99f7-1669bde12b1b";;;;
"Chevrolet Cruze Station Wagon (2013)";"Chevrolet";"Volume";"Chevrolet Cruze";"01.07.2012";"2013";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Estate";"Estate standard";"ICE";;"Keine";"b7a9d289-dee9-46c9-978c-a3a015273874";;;;
"Chevrolet Cruze5 (2012)";"Chevrolet";"Volume";"Chevrolet Cruze";"01.01.2011";"2012";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"06291926-a6d5-4c55-a74b-5d075c7198aa";"Holden Cruze Hatchback (2012)";;;
"Chevrolet Enjoy (2013)";"Chevrolet";"Volume";"Chevrolet Enjoy";"01.12.2012";"2013";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Micro Van";"Micro Van Standard";"ICE";;"Keine";"118366fe-e316-4197-ac44-fede90276b57";;"Wuling Hongguang (2011)";;
"Chevrolet Epica (2007)";"Chevrolet";"Volume";"Chevrolet Epica";"03.03.2006";"2007";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"6a37d867-cc30-436a-bd1b-ad656af915b7";"Daewoo Tosca (2007)|Holden Epica (2007)";;;
"Chevrolet Equinox (2010)";"Chevrolet";"Volume";"Chevrolet Equinox";"01.06.2009";"2010";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"956ce12b-c40e-445b-8cf8-fc8c40eccec6";;;;
"Chevrolet Equinox (2016)";"Chevrolet";"Volume";"Chevrolet Equinox";"01.10.2015";"2016";"Facelift";"ausgelaufen";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"90552256-8137-4861-a949-a6fa379c99b2";;;;
"Chevrolet Equinox (2018)";"Chevrolet";"Volume";"Chevrolet Equinox";"01.04.2017";"2018";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"1d926b31-afef-4b00-8487-38b6bd5d10a1";;;;
"Chevrolet Equinox (2021)";"Chevrolet";"Volume";"Chevrolet Equinox";"01.07.2020";"2021";"Facelift";"aktuell";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"82d411dc-04c4-4b2d-82fd-a199bfb3f3e2";;;;
"Chevrolet Equinox (2024)";"Chevrolet";"Volume";"Chevrolet Equinox";"01.10.2023";"2024";"Neuentwicklung";"geplant";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"BEV";;"Keine";"1d8674d0-0fa7-4b9f-878b-0a95837989b1";;;;
"Chevrolet Essentia (2017)";"Chevrolet";"Volume";;"01.12.2016";"2017";"Neuentwicklung";"ausgelaufen";"A00 (Kleinstwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"ac92bc8b-3aa3-4287-830c-ab24d58dcb9a";;;;
"Chevrolet HHR (2006)";"Chevrolet";"Volume";"Chevrolet HHR";"11.02.2005";"2006";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"MPV";;"ICE";;"Keine";"18373910-1023-4fe3-aed4-0d5ab138013c";;;;
"Chevrolet Impala (2006)";"Chevrolet";"Volume";"Chevrolet Impala";"01.05.2005";"2006";"Neuentwicklung";"ausgelaufen";"D (Oberklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"44bc5530-4e4f-43c8-b18c-7244a57663eb";;;;
"Chevrolet Impala (2014)";"Chevrolet";"Volume";"Chevrolet Impala";"01.05.2013";"2014";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"cb829c1c-f75b-491d-98fd-75429e9defac";;;;
"Chevrolet Lacetti Hatchback (2005)";"Chevrolet";"Volume";"Chevrolet Lacetti";"04.03.2004";"2005";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Hatchback";;"ICE";;"Keine";"7ab41d8a-111b-4690-ae48-76a4c193c77c";"Chevrolet Optra SRV (2003)|Daewoo Lacetti (2005)";"Buick Excelle HRV (2005)";;
"Chevrolet Lacetti Kombi (2005)";"Chevrolet";"Volume";"Chevrolet Lacetti";"01.01.2004";"2005";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Estate";;"ICE";;"Keine";"5d2af683-7c6e-4d3c-bd78-1a976ebf75c9";"Chevrolet Nubira Kombi (2005)";;;
"Chevrolet Lacetti Sedan (2005)";"Chevrolet";"Volume";"Chevrolet Lacetti";"01.01.2004";"2005";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";;"ICE";;"Keine";"5ec2a6cd-b3a6-4497-8e18-efbc60b4e909";;;;
"Chevrolet Lanos Sedan (2006)";"Chevrolet";"Volume";"Chevrolet Lanos";"01.01.2005";"2006";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";;"ICE";;"Keine";"9f6e52b9-53c3-489b-81a6-22a51dfbc4cf";;;;
"Chevrolet Lova (2007)";"Chevrolet";"Volume";"Chevrolet Lova";"20.03.2006";"2007";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";;"ICE";;"Keine";"5b6c02d7-aca9-4c97-a214-dee0433e1ad0";;"Chevrolet Aveo Sedan (2006)|Daewoo Gentra (2009)|ZAZ Vida Limousine (2013)";;
"Chevrolet Lova RV (2016)";"Chevrolet";"Volume";"Chevrolet Lova";"15.01.2016";"2016";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"873342b6-f2bc-445a-91ad-15f4dc277b7f";;;;
"Chevrolet Lova Sedan (2011)";"Chevrolet";"Volume";"Chevrolet Lova";"01.01.2010";"2011";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"3a98d42e-f801-4483-a436-8063b327643e";;;;
"Chevrolet Lumina (2008)";"Chevrolet";"Volume";"Chevrolet Lumina";"01.01.2007";"2008";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Sedan";;"ICE";;"Keine";"3b93a48c-14ca-4f80-8766-8b170c1746d9";"Chevrolet Omega (2008)|Holden Commodore (2005)";;;
"Chevrolet Lumina UTE (2008)";"Chevrolet";"Volume";"Chevrolet Lumina";"01.01.2007";"2008";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"ac304f88-8fc1-4feb-8a6c-162aa8c18128";"Holden Ute (2008)";;;
"Chevrolet Malibu (2009)";"Chevrolet";"Volume";"Chevrolet Malibu";"01.01.2008";"2009";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"45b14fe6-698a-4ce8-974d-e55356943cbd";;;;
"Chevrolet Malibu (2012)";"Chevrolet";"Volume";"Chevrolet Malibu";"01.01.2011";"2012";"Facelift";"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"ef673040-34cb-4728-90fe-c82b310ca681";"Holden Malibu (2014)";;;
"Chevrolet Malibu - CN (2016)";"Chevrolet";"Volume";"Chevrolet Malibu";"01.04.2015";"2016";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"41633a72-98c5-4c8c-acdd-6f5717fa923d";;;;
"Chevrolet Malibu - NAR (2016)";"Chevrolet";"Volume";"Chevrolet Malibu";"01.11.2015";"2016";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"5749aab2-8d89-48dd-8e3b-be2db22fb134";;;;
"Chevrolet Malibu - NAR (2019)";"Chevrolet";"Volume";"Chevrolet Malibu";"01.11.2018";"2019";"Facelift";"aktuell";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"d3e46eaf-8bdf-438e-affc-227e959ee242";;;;
"Chevrolet Malibu XL (2016)";"Chevrolet";"Volume";"Chevrolet Malibu";"01.03.2016";"2016";"Neuentwicklung";"aktuell";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"95c4990a-7242-4036-aaec-812834aea5f5";;;;
"Chevrolet Matiz (2006)";"Chevrolet";"Volume";"Chevrolet Matiz";"01.01.2005";"2006";"Neuentwicklung";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";;"ICE";;"Keine";"287464cc-04e0-495c-9608-13bc9013db91";;;;
"Chevrolet Menlo (2021)";"Chevrolet";"Volume";;"01.07.2020";"2021";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"SUV / CUV";"CUV";"BEV";;"Keine";"d2cf126a-e633-4220-8d90-61d5a32434ad";"Buick Velite 6 BEV (2019)";;;
"Chevrolet Meriva (2003)";"Chevrolet";"Volume";"Chevrolet Meriva";"01.01.2002";"2003";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"MPV";"MPV compact";"ICE";;"Keine";"1023e7b3-c941-4469-af53-ae8698c056c2";;"Opel Meriva (2003)";;
"Chevrolet Montana (2005)";"Chevrolet";"Volume";"Chevrolet Montana";"01.01.2004";"2005";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Pickup";"Pickup standard";"ICE";;"Keine";"5e58b4eb-57fd-49ef-831b-d8bbca2e7317";"Chevrolet Tornado (2004)";;;
"Chevrolet Montana (2011)";"Chevrolet";"Volume";"Chevrolet Montana";"01.01.2010";"2011";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Pickup";"Pickup standard";"ICE";;"Keine";"a22cf622-8cb8-44d6-a642-9f5b8b0fc9d1";"Chevrolet Tornado (2011)|Chevrolet Utility (2013)";;;
"Chevrolet Montana (2023)";"Chevrolet";"Volume";"Chevrolet Montana";"01.04.2023";"2023";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"17242154-2c2e-4ea9-b341-51df1c487eea";;;;
"Chevrolet Monza (2019)";"Chevrolet";"Volume";;"21.03.2019";"2019";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"d7b2ebc7-e5f7-4204-9979-5f12a9f5c11d";;;;
"Chevrolet Niva (2003)";"Chevrolet";"Volume";"Chevrolet Niva";"01.01.2003";"2007";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"SUV / CUV";;"ICE";;"Keine";"facc634e-7ea0-472d-91a1-99243b71c72b";;;;
"Chevrolet Nubira Kombi (2005)";"Chevrolet";"Volume";"Chevrolet Nubira";"10.09.2004";"2005";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Estate";;"ICE";;"Keine";"4bd8d2e0-d264-45fa-82c1-61e6de935f0d";;"Chevrolet Lacetti Kombi (2005)";;
"Chevrolet Omega (2008)";"Chevrolet";"Volume";"Chevrolet Omega";"01.01.2007";"2008";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Sedan";;"ICE";;"Keine";"0fb54f6b-35a7-459b-afa2-d6e240e240e9";"Holden Commodore (2005)";"Chevrolet Lumina (2008)";;
"Chevrolet Onix (2013)";"Chevrolet";"Volume";"Chevrolet Onix";"01.11.2012";"2013";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"92c62099-8f88-40d2-b896-fede5a8e90bf";;;;
"Chevrolet Onix (2017)";"Chevrolet";"Volume";"Chevrolet Onix";"01.07.2016";"2017";"Facelift";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"a0472208-33c1-4c78-881e-80034d2dc9b8";;;;
"Chevrolet Onix (2020)";"Chevrolet";"Volume";"Chevrolet Onix";"01.11.2019";"2020";"Neuentwicklung";"aktuell";"A0 (Kleinwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"891a856b-0d1a-4a9c-a0a7-4b110b26bf9b";;;;
"Chevrolet Onix Sedan (2020)";"Chevrolet";"Volume";"Chevrolet Onix";"26.04.2019";"2020";"Neuentwicklung";"aktuell";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"05a8be6f-13cd-4fc7-9fc9-6e00a28183f4";;;;
"Chevrolet Optra Sedan (2003)";"Chevrolet";"Volume";"Chevrolet Optra";"01.01.2002";"2003";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";;"ICE";;"Keine";"4165dbdd-5de1-40fe-9207-7d8d6a57272e";"Daewoo Lacetti Sedan (2003)";;;
"Chevrolet Optra SRV (2003)";"Chevrolet";"Volume";;"01.01.2002";"2003";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"e8dd144e-c83b-4f3f-ba94-a62b34b3937b";;"Buick Excelle HRV (2005)|Chevrolet Lacetti Hatchback (2005)|Daewoo Lacetti (2005)";;
"Chevrolet Orlando (2012)";"Chevrolet";"Volume";;"19.03.2011";"2012";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"MPV";;"ICE";;"Keine";"ceaec5c4-2530-4e20-8bcd-0c6ccfddc7c2";;;;
"Chevrolet Orlando (2019)";"Chevrolet";"Volume";"Chevrolet Orlando";"01.09.2018";"2019";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"MPV";"MPV long";"ICE";;"Keine";"6f30ddc2-da9a-4007-80ce-3b19900f1c61";;;;
"Chevrolet Prisma (2007)";"Chevrolet";"Volume";"Chevrolet Prisma";"01.11.2006";"2007";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"5f428ff3-6e2a-451e-ab6d-1ac06662849b";"Chevrolet Chevy Sedan (1995)";"Chevrolet Corsa Classic (2001)";;
"Chevrolet Prisma (2014)";"Chevrolet";"Volume";"Chevrolet Prisma";"01.01.2013";"2014";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"7da8f829-92ca-4722-bcf7-f25a7bcd8397";;;;
"Chevrolet Prisma (2017)";"Chevrolet";"Volume";"Chevrolet Prisma";"01.07.2016";"2017";"Facelift";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"85b9849d-c13a-4949-a311-786138738fb3";;;;
"Chevrolet S10 (2017)";"Chevrolet";"Volume";"Chevrolet S10";"01.11.2016";"2017";"Neuentwicklung";"aktuell";"B (Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"e34f1fd4-ecdb-4a21-9268-294c7ebcf0af";;;;
"Chevrolet Sail Hatchback (2011)";"Chevrolet";"Volume";"Chevrolet Sail";"11.01.2010";"2011";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"30934145-6183-4da6-a315-e0b0f1a84b09";;;;
"Chevrolet Sail Sedan (2011)";"Chevrolet";"Volume";"Chevrolet Sail";"01.01.2010";"2011";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"568e9b84-e1ed-45f3-b0db-a9289187b6cf";;;;
"Chevrolet Sail Sedan - CN (2015)";"Chevrolet";"Volume";"Chevrolet Sail";"18.12.2014";"2015";"Facelift";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"79ac3665-e5fb-489c-96f8-e1fe496a4b51";;;;
"Chevrolet Sail U-VA (2013)";"Chevrolet";"Volume";"Chevrolet Sail";"01.01.2012";"2013";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"a63238db-ed7d-415e-9053-9ca819dc12d9";;;;
"Chevrolet Seeker (2023)";"Chevrolet";"Volume";;"19.09.2022";"2023";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"SUV / CUV";"SUV Fastback";"ICE";;"Keine";"d34ec540-84dd-4838-9104-187cb1477faf";"Buick Envista (2023)";;;
"Chevrolet Silverado (2007)";"Chevrolet";"Volume";"Chevrolet Silverado";"01.01.2006";"2007";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"65d71822-1830-4225-949e-8769e0cd6990";;"GMC Sierra (2007)";;
"Chevrolet Silverado 1500 (2014)";"Chevrolet";"Volume";"Chevrolet Silverado";"01.01.2013";"2014";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"97ee12ab-46f6-4222-8c40-03067d3782a7";"GMC Sierra 1500 (2014)";;;
"Chevrolet Silverado 1500 (2016)";"Chevrolet";"Volume";"Chevrolet Silverado";"01.10.2015";"2016";"Facelift";"ausgelaufen";"C (obere Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"98ea7100-8e2d-44fc-869e-c939b8c37ea1";"GMC Sierra 1500 (2016)";;;
"Chevrolet Silverado 1500 (2019)";"Chevrolet";"Volume";"Chevrolet Silverado";"01.10.2018";"2019";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"c6ddd707-1b89-4464-a128-aa7341294a51";"GMC Sierra 1500 (2019)";;;
"Chevrolet Silverado 1500 (2022)";"Chevrolet";"Volume";"Chevrolet Silverado";"01.10.2021";"2022";"Neuentwicklung";"aktuell";"C (obere Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"7e98eddd-fa82-4ed9-bf7a-4d64e8beba02";"GMC Sierra 1500 (2022)";;;
"Chevrolet Silverado 2500/3500 HD (2017)";"Chevrolet";"Volume";"Chevrolet Silverado";"01.10.2016";"2017";"Facelift";"ausgelaufen";"D (Oberklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"17cb9c92-0e8b-4d67-937c-b9ece0b59e22";"GMC Sierra 2500/3500HD (2017)";;;
"Chevrolet Silverado 2500/3500 HD (2020)";"Chevrolet";"Volume";"Chevrolet Silverado";"01.07.2019";"2020";"Neuentwicklung";"ausgelaufen";"D (Oberklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"e68ab49f-6d02-4fd2-b7d2-e2085bf23abc";"GMC Sierra 2500/3500HD (2020)";;;
"Chevrolet Silverado 2500/3500 HD (2023)";"Chevrolet";"Volume";"Chevrolet Silverado";"01.04.2023";"2023";"Facelift";"aktuell";"D (Oberklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"2bb35951-3f88-43e8-8a4b-2184f191f651";;;;
"Chevrolet Silverado EV (2023)";"Chevrolet";"Volume";"Chevrolet Silverado";"01.10.2023";"2023";"Neuentwicklung";"geplant";"C (obere Mittelklasse)";"Pickup";"Pickup standard";"BEV";;"Keine";"fc80386c-83f9-4424-a7c6-1d6e2c054634";"GMC Sierra EV (2024)";;;
"Chevrolet Sonic Hatchback (2012)";"Chevrolet";"Volume";"Chevrolet Sonic";"01.01.2011";"2012";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"0c2feb04-3d42-4cc9-970d-2c9a293e96f6";;"Chevrolet Aveo Hatchback (2012)|Holden Barina (2012)";;
"Chevrolet Sonic Hatchback (2017)";"Chevrolet";"Volume";"Chevrolet Sonic";"01.10.2016";"2017";"Facelift";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"7ac8ed95-9bdb-4680-b78d-37b7b6570d99";;;;
"Chevrolet Sonic Sedan (2012)";"Chevrolet";"Volume";"Chevrolet Sonic";"01.01.2011";"2012";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"c40d94a1-6527-452c-a36a-c8d231a632d3";;"Chevrolet Aveo Sedan (2012)|Holden Barina Sedan (2013)";;
"Chevrolet Sonic Sedan (2017)";"Chevrolet";"Volume";"Chevrolet Sonic";"01.10.2016";"2017";"Facelift";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"1f475514-97a0-4b55-8794-942cf3131ebc";;;;
"Chevrolet Spark (2004)";"Chevrolet";"Volume";"Chevrolet Spark";"01.01.2003";"2004";"Neuentwicklung";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"de79aa78-093a-4f8d-989b-304c9bf335c8";"Baojun Lechi (2013)";;;
"Chevrolet Spark (2011)";"Chevrolet";"Volume";"Chevrolet Spark";"04.01.2010";"2011";"Neuentwicklung";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"67e1e4ca-9801-4939-a6c3-2b49fb5fc82c";;"Chevrolet Beat (2011)|Daewoo Matiz (2011)|Holden Barina Spark (2011)";;
"Chevrolet Spark (2016)";"Chevrolet";"Volume";"Chevrolet Spark";"01.08.2015";"2016";"Neuentwicklung";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"8c45115b-3691-4e70-b358-59a1099b2aad";;"Holden Spark (2016)|Opel Karl (2016)";;
"Chevrolet Spark (2019)";"Chevrolet";"Volume";"Chevrolet Spark";"01.11.2018";"2019";"Facelift";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"a9d5ef90-cc48-4754-b965-f840da06de62";;;;
